Name,Stars,Forks,Language,Domain
vuejs-templates/webpack,1956,795,JavaScript,Web libraries and frameworks
mitchellh/gox,1956,130,Go,Software tools
jubos/fake-s3,1956,285,Ruby,Software tools
palantir/plottable,1955,162,JavaScript,Web libraries and frameworks
jeromegn/Backbone.localStorage,1955,761,JavaScript,Web libraries and frameworks
RolifyCommunity/rolify,1955,294,Ruby,Non-web libraries and frameworks
creativetimofficial/material-kit,1955,158,CSS,Web libraries and frameworks
thoughtbot/shoulda,1954,200,Ruby,Non-web libraries and frameworks
OpenLiveWriter/OpenLiveWriter,1953,420,C#,Application software
linuxmint/Cinnamon,1953,406,JavaScript,System software
gsdios/GSD_WeiXin,1953,707,Objective-C,Application software
electron/electron-quick-start,1953,893,JavaScript,Documentation
cdmedia/cms.js,1952,182,JavaScript,Software tools
sqlcipher/sqlcipher,1950,521,C,Non-web libraries and frameworks
webcomponents/webcomponentsjs,1949,293,JavaScript,Web libraries and frameworks
csscomb/csscomb.js,1948,268,JavaScript,Software tools
docker/docker-py,1947,742,Python,Non-web libraries and frameworks
JustWayward/BookReader,1947,582,Java,Application software
AvaloniaUI/Avalonia,1946,186,C#,Non-web libraries and frameworks
defunkt/facebox,1946,416,JavaScript,Web libraries and frameworks
wrobstory/vincent,1945,208,Python,Non-web libraries and frameworks
ruboto/ruboto,1945,164,Ruby,Software tools
iambus/xunlei-lixian,1944,416,Python,Software tools
hilen/TSWeChat,1943,405,Swift,Application software
plasticboy/vim-markdown,1943,313,VimL,Software tools
digitalocean/netbox,1942,272,Python,Software tools
mobileplayer/mobileplayer-ios,1942,186,Swift,Non-web libraries and frameworks
fnando/i18n-js,1942,426,JavaScript,Web libraries and frameworks
medcl/elasticsearch-analysis-ik,1941,636,Java,Non-web libraries and frameworks
chrisbanes/philm,1941,476,Java,Application software
kennethreitz/envoy,1941,170,Python,Non-web libraries and frameworks
acdlite/flux-standard-action,1941,56,JavaScript,Non-web libraries and frameworks
JsAaron/jQuery,1940,984,JavaScript,Web libraries and frameworks
plasma-umass/browsix,1940,100,JavaScript,System software
lorenwest/node-config,1940,199,JavaScript,Non-web libraries and frameworks
zxlie/WeixinApi,1939,775,HTML,Web libraries and frameworks
rappasoft/laravel-5-boilerplate,1939,612,PHP,Web libraries and frameworks
miekg/dns,1939,342,Go,Non-web libraries and frameworks
apache/flink,1938,1334,Java,Non-web libraries and frameworks
mattt/GroundControl,1938,119,Objective-C,Non-web libraries and frameworks
enyojs/enyo,1938,294,JavaScript,Web libraries and frameworks
hothero/awesome-rails-gem,1938,218,Ruby,Documentation
jumpserver/jumpserver,1937,940,Python,System software
siddontang/ledisdb,1937,216,Go,System software
yusuke/twitter4j,1936,937,Java,Web libraries and frameworks
square/spoon,1936,391,HTML,Software tools
material-components/material-components-web,1936,111,JavaScript,Web libraries and frameworks
grosser/parallel_tests,1936,362,Ruby,Non-web libraries and frameworks
hankcs/HanLP,1935,879,Java,Non-web libraries and frameworks
AnalyticalGraphicsInc/cesium,1935,929,JavaScript,Web libraries and frameworks
jwilder/docker-gen,1935,250,Go,Software tools
yeoman/yo,1934,293,JavaScript,Software tools
fluent-ffmpeg/node-fluent-ffmpeg,1934,358,HTML,Non-web libraries and frameworks
jasondavies/d3-cloud,1933,713,JavaScript,Web libraries and frameworks
itchyny/lightline.vim,1933,90,VimL,Software tools
Khan/style-guides,1932,122,Shell,Documentation
biometrics/openbr,1932,525,C++,Non-web libraries and frameworks
fuchsia-mirror/magenta,1931,262,C,System software
vrana/adminer,1931,380,PHP,Software tools
App-vNext/Polly,1931,194,C#,Non-web libraries and frameworks
Thomas101/wmail,1931,103,JavaScript,Application software
space10-community/conversational-form,1931,190,TypeScript,Web libraries and frameworks
rubensousa/RecyclerViewSnap,1931,225,Java,Non-web libraries and frameworks
openstack/nova,1931,1858,Python,Non-web libraries and frameworks
airbnb/airpal,1930,310,Java,Software tools
qTip2/qTip2,1930,446,JavaScript,Web libraries and frameworks
jonathanslenders/pyvim,1929,125,Python,Software tools
Z3Prover/z3,1929,354,C++,Software tools
b3log/solo,1928,956,Java,Application software
bitpay/bitcore,1928,549,Shell,Non-web libraries and frameworks
camlistore/camlistore,1928,188,Go,System software
intuit/LocationManager,1928,287,Objective-C,Non-web libraries and frameworks
postmodern/chruby,1928,162,Shell,Software tools
knightliao/disconf,1927,1027,Java,Non-web libraries and frameworks
emicklei/go-restful,1927,294,Go,Web libraries and frameworks
alexanderGugel/ied,1927,64,JavaScript,Software tools
nomiddlename/log4js-node,1926,409,JavaScript,Non-web libraries and frameworks
ledger/ledger,1926,268,C++,System software
omz/AppSales-Mobile,1925,423,Objective-C,Software tools
pkluz/PKHUD,1925,284,Swift,Non-web libraries and frameworks
minimagick/minimagick,1925,250,Ruby,Non-web libraries and frameworks
nryoung/algorithms,1924,498,Python,Documentation
yandex/ClickHouse,1924,227,C++,System software
nvie/pip-tools,1924,189,Python,Software tools
jpmens/jo,1924,52,C,Software tools
instructure/canvas-lms,1924,837,Ruby,Application software
zenorocha/browser-diet,1923,474,CSS,Documentation
romainguy/ViewServer,1923,514,Java,Non-web libraries and frameworks
shinygang/Vue-cnodejs,1923,590,JavaScript,Web libraries and frameworks
stonesam92/ChitChat,1923,214,Objective-C,Non-web libraries and frameworks
WechatFE/vConsole,1923,344,JavaScript,Web libraries and frameworks
astaxie/go-best-practice,1922,466,Go,Documentation
tj/dox,1920,188,JavaScript,Non-web libraries and frameworks
sindresorhus/np,1920,57,JavaScript,Software tools
samaaron/sonic-pi,1919,321,Ruby,Application software
sd6352051/NiftyDialogEffects,1919,685,Java,Non-web libraries and frameworks
twbs/bootlint,1918,252,JavaScript,Software tools
reactGo/reactGo,1918,440,JavaScript,Non-web libraries and frameworks
i18next/i18next,1918,295,JavaScript,Web libraries and frameworks
freshOS/Stevia,1918,105,Swift,Non-web libraries and frameworks
teambox/teambox,1917,452,Ruby,Software tools
ModuleLoader/es-module-loader,1917,160,JavaScript,Non-web libraries and frameworks
node-js-libs/node.io,1916,150,JavaScript,Non-web libraries and frameworks
Netflix/Scumblr,1915,210,Ruby,Web libraries and frameworks
b3log/wide,1915,309,JavaScript,Software tools
xoxco/jQuery-Tags-Input,1915,717,JavaScript,Web libraries and frameworks
tjerkw/Android-SlideExpandableListView,1914,841,Java,Non-web libraries and frameworks
dontcontactme/p2pspider,1914,506,JavaScript,Non-web libraries and frameworks
etsy/phan,1914,144,PHP,Software tools
mariohahn/MHVideoPhotoGallery,1913,362,Objective-C,Non-web libraries and frameworks
ecomfe/fontmin,1913,138,JavaScript,Software tools
evernote/android-job,1913,150,Java,Non-web libraries and frameworks
eladnava/mailgen,1913,75,HTML,Non-web libraries and frameworks
jamesob/desk,1913,68,Shell,Software tools
gh-unit/gh-unit,1912,350,Objective-C,Non-web libraries and frameworks
skatejs/skatejs,1912,77,JavaScript,Web libraries and frameworks
terrymun/Fluidbox,1912,180,HTML,Web libraries and frameworks
dailymotion/hls.js,1911,431,JavaScript,Web libraries and frameworks
nicolaschengdev/WYPopoverController,1911,402,Objective-C,Non-web libraries and frameworks
worker8/TourGuide,1911,313,Java,Non-web libraries and frameworks
DevExpress/testcafe,1911,81,JavaScript,Web libraries and frameworks
nodeca/js-yaml,1911,270,JavaScript,Non-web libraries and frameworks
pixie-lang/pixie,1910,113,Python,Non-web libraries and frameworks
YabataDesign/afterglow-theme,1910,119,JavaScript,Software tools
xcltapestry/XCL-Charts,1909,833,Java,Non-web libraries and frameworks
scalanlp/breeze,1909,492,Scala,Non-web libraries and frameworks
phildawes/racer,1909,193,Rust,Software tools
geddy/geddy,1909,272,JavaScript,Web libraries and frameworks
rubensousa/ViewPagerCards,1909,257,Java,Non-web libraries and frameworks
lesspass/lesspass,1909,63,Shell,Application software
lmenezes/elasticsearch-kopf,1908,264,JavaScript,Software tools
velesin/jasmine-jquery,1908,369,JavaScript,Web libraries and frameworks
karmi/retire,1908,542,Ruby,Web libraries and frameworks
splitrb/split,1907,264,Ruby,Non-web libraries and frameworks
kba7/trugithub,1907,47,JavaScript,Application software
Nummer/Destroy-Windows-10-Spying,1906,263,C#,Application software
gruntjs/grunt-contrib-watch,1906,341,JavaScript,Software tools
typicode/husky,1906,82,JavaScript,Non-web libraries and frameworks
JeremySkinner/FluentValidation,1905,411,C#,Non-web libraries and frameworks
razorjack/quicksand,1905,373,JavaScript,Web libraries and frameworks
yusugomori/DeepLearning,1904,1068,Java,Non-web libraries and frameworks
andrewelkins/Laravel-4-Bootstrap-Starter-Site,1904,731,JavaScript,Web libraries and frameworks
Quartz/Chartbuilder,1904,330,JavaScript,Web libraries and frameworks
michaelbromley/angularUtils,1904,764,JavaScript,Documentation
mqttjs/MQTT.js,1903,394,JavaScript,Non-web libraries and frameworks
square/mortar,1903,173,Java,Non-web libraries and frameworks
shadowsocks/ShadowsocksX-NG,1903,481,JavaScript,Software tools
okfn/recline,1903,313,JavaScript,Web libraries and frameworks
VerbalExpressions/PHPVerbalExpressions,1903,128,PHP,Non-web libraries and frameworks
dbushell/Nestable,1903,745,JavaScript,Web libraries and frameworks
mongo-express/mongo-express,1903,410,JavaScript,Software tools
Microsoft/GSL,1902,232,C++,Non-web libraries and frameworks
frozenui/frozenui,1902,567,HTML,Web libraries and frameworks
expressjs/session,1901,398,JavaScript,Web libraries and frameworks
FormidableLabs/react-music,1901,112,JavaScript,Web libraries and frameworks
Robdel12/DropKick,1901,381,JavaScript,Web libraries and frameworks
henrylee2cn/pholcus,1900,582,Go,Web libraries and frameworks
fail2ban/fail2ban,1900,431,Python,Software tools
ArthurHub/Android-Image-Cropper,1900,366,Java,Non-web libraries and frameworks
randym/axlsx,1900,408,Ruby,Non-web libraries and frameworks
gajus/swing,1900,163,JavaScript,Web libraries and frameworks
overshare/overshare-kit,1899,156,Objective-C,Non-web libraries and frameworks
Codiad/Codiad,1898,485,PHP,Software tools
Wizcorp/phonegap-facebook-plugin,1898,1669,Java,Non-web libraries and frameworks
macbre/phantomas,1898,123,JavaScript,Software tools
staltz/rxmarbles,1898,192,JavaScript,Documentation
AlessandroZ/LaZagne,1897,427,Python,Application software
twittem/wp-bootstrap-navwalker,1897,958,PHP,Web libraries and frameworks
Mottie/tablesorter,1897,503,JavaScript,Web libraries and frameworks
angular/zone.js,1897,215,TypeScript,Web libraries and frameworks
collectiveidea/awesome_nested_set,1897,408,Ruby,Non-web libraries and frameworks
zzz40500/GsonFormat,1896,397,Java,Non-web libraries and frameworks
cymcsg/UltimateAndroid,1895,741,Java,Non-web libraries and frameworks
CreateJS/PreloadJS,1895,480,JavaScript,Web libraries and frameworks
JakeWharton/scalpel,1895,157,Java,Software tools
danwrong/restler,1895,360,JavaScript,Web libraries and frameworks
jflesch/paperwork,1894,121,Python,Application software
mpospese/MPFoldTransition,1893,261,Objective-C,Non-web libraries and frameworks
hyperoslo/Presentation,1893,102,Swift,Non-web libraries and frameworks
jonan/ForkHub,1893,148,JavaScript,Application software
senecajs/seneca,1892,188,JavaScript,Web libraries and frameworks
thiagopradi/octopus,1892,325,Ruby,Non-web libraries and frameworks
cundong/SmartAppUpdates,1891,713,C,Non-web libraries and frameworks
amoffat/bootstrap-application-wizard,1891,403,JavaScript,Web libraries and frameworks
babel/babili,1891,45,JavaScript,Software tools
pymc-devs/pymc3,1890,449,Python,Non-web libraries and frameworks
Glimpse/Glimpse,1890,428,C#,Software tools
carllerche/mio,1890,225,Rust,Non-web libraries and frameworks
swagger-api/swagger-editor,1889,641,JavaScript,Software tools
NYTimes/NYTPhotoViewer,1889,228,Objective-C,Non-web libraries and frameworks
kasketis/netfox,1889,116,Swift,Non-web libraries and frameworks
SunLiner/MiaowShow,1888,656,Objective-C,Non-web libraries and frameworks
Flotype/now,1888,184,JavaScript,Web libraries and frameworks
fpt-software/Material-Controls-For-iOS,1887,353,Objective-C,Non-web libraries and frameworks
Tencent/GT,1886,415,Java,Non-web libraries and frameworks
go-gitea/gitea,1886,157,Go,System software
michaelficarra/CoffeeScriptRedux,1886,119,CoffeeScript,Software tools
monochromegane/the_platinum_searcher,1886,89,Go,Software tools
garris/BackstopJS,1886,176,JavaScript,Web libraries and frameworks
hazelcast/hazelcast,1886,853,Java,Non-web libraries and frameworks
yairEO/fancyInput,1885,302,CSS,Web libraries and frameworks
specta/specta,1885,193,Objective-C,Non-web libraries and frameworks
macournoyer/thin,1885,285,Ruby,Web libraries and frameworks
facebookresearch/darkforestGo,1884,319,C,Documentation
maciekish/iReSign,1884,568,Objective-C,Non-web libraries and frameworks
milessabin/shapeless,1884,318,Scala,Non-web libraries and frameworks
fogleman/ln,1883,51,Go,Non-web libraries and frameworks
mojombo/grit,1883,450,Ruby,Non-web libraries and frameworks
TedGoas/Cerberus,1882,261,HTML,Web libraries and frameworks
facebook/dataloader,1882,74,JavaScript,Web libraries and frameworks
panique/huge,1881,793,PHP,Web libraries and frameworks
DhavalKapil/icmptunnel,1881,146,C,Non-web libraries and frameworks
jxcore/jxcore,1881,275,JavaScript,Non-web libraries and frameworks
FrozenNode/Laravel-Administrator,1880,549,PHP,Software tools
yangshun1029/aria2gui,1880,236,JavaScript,Software tools
Aluxian/Messenger-for-Desktop,1880,266,JavaScript,Application software
seiyria/bootstrap-slider,1880,723,JavaScript,Web libraries and frameworks
joeblau/gitignore.io,1880,205,JavaScript,Non-web libraries and frameworks
lumapps/lumX,1879,273,HTML,Web libraries and frameworks
freedomofpress/securedrop,1879,341,Python,System software
Jahaja/psdash,1879,235,Python,System software
httpswift/swifter,1879,246,Swift,Web libraries and frameworks
cockpit-project/cockpit,1879,264,C,Software tools
feross/SpoofMAC,1878,182,Python,Software tools
jquerytools/jquerytools,1878,584,JavaScript,Web libraries and frameworks
voormedia/rails-erd,1878,211,Ruby,Web libraries and frameworks
dariusk/corpora,1877,308,JavaScript,Documentation
facebook/pfff,1877,160,OCaml,Software tools
AriaFallah/WebpackTutorial,1877,152,JavaScript,Documentation
mmcgrana/gobyexample,1876,386,CSS,Documentation
paulirish/memory-stats.js,1876,96,JavaScript,Web libraries and frameworks
jgrahamc/httpdiff,1875,60,Go,Software tools
mortenjust/droptogif,1875,93,Swift,Non-web libraries and frameworks
team-gryff/react-monocle,1875,51,JavaScript,Software tools
roidrage/lograge,1875,139,Ruby,Non-web libraries and frameworks
polaris1119/The-Golang-Standard-Library-by-Example,1874,558,Go,Documentation
FrDH/jQuery.mmenu,1874,481,JavaScript,Web libraries and frameworks
GoogleChrome/sw-toolbox,1873,144,JavaScript,Web libraries and frameworks
cyu/rack-cors,1873,171,JavaScript,Web libraries and frameworks
evilsocket/bettercap,1872,279,Ruby,Software tools
euske/pdfminer,1872,532,Python,Non-web libraries and frameworks
kennyledet/Algorithm-Implementations,1871,410,Lua,Documentation
tower/tower,1871,129,CoffeeScript,Web libraries and frameworks
borgbackup/borg,1871,176,Python,Non-web libraries and frameworks
thoughtbot/shoulda-matchers,1871,546,Ruby,Non-web libraries and frameworks
mongodb/mongo-python-driver,1870,699,Python,Non-web libraries and frameworks
PomepuyN/BlurEffectForAndroidDesign,1870,539,Java,Documentation
motemen/gore,1870,50,Go,Software tools
robotmedia/RMStore,1869,285,C,Non-web libraries and frameworks
robb/RBBAnimation,1869,192,Objective-C,Non-web libraries and frameworks
OctoLinker/browser-extension,1869,123,JavaScript,Software tools
